Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,evo_history,evd_history,ppl_history,pkl_history,team_history
2015-2016,Mike Weber,WSH,D,212.0,57.0,,104.0,228.0,114.0,173.0,189.0,170.0,187.0,226.0,11.0,,167.0,Third Pair,45,696.61666666667,1,4,5,1.26,50.00,50.70,27,1987-12-16,USA,USA,74,188,2006,2,57,8473426.0,"[3, 8, 1, 1, 29]","[28, 45, 44, 66, 79]","[None, None, None, None, None]","[91, 33, 47, 62, 39]","['BUF', 'BUF', 'BUF', 'BUF', 'WSH']"
2015-2016,Morgan Rielly,TOR,D,78.0,221.0,79.0,153.0,121.0,224.0,28.0,63.0,104.0,185.0,27.0,168.0,,51.0,First Pair,82,1904.6166666667,9,27,36,9.43,40.00,48.64,21,1994-03-09,CAN,CAN,73,222,2012,1,5,8476853.0,"[None, None, 37, 68, 65]","[None, None, 5, 12, 4]","[None, None, 72, 16, 32]","[None, None, None, None, 21]","[None, None, 'TOR', 'TOR', 'TOR']"
2015-2016,Nate Guenin,COL,D,227.0,46.0,,102.0,202.0,174.0,228.0,216.0,217.0,63.0,79.0,130.0,,223.0,Third Pair,29,378.75,0,0,0,0.25,55.00,41.34,32,1982-12-10,USA,USA,75,207,2002,4,127,8470317.0,"[None, None, 22, 10, 0]","[None, None, 69, 82, 74]","[None, None, None, None, None]","[None, None, 16, 57, 47]","[None, None, 'COL', 'COL', 'COL']"
2015-2016,Nate Prosser,MIN,D,228.0,14.0,,33.0,216.0,55.0,217.0,202.0,223.0,216.0,171.0,113.0,,222.0,Fringe,54,614.7,0,3,3,0.72,46.15,49.53,29,1986-05-07,USA,USA,74,201,-,-,-,8475613.0,"[10, 1, 4, 40, 0]","[91, 93, 98, 95, 89]","[74, None, None, None, None]","[85, None, 87, 70, 78]","['MIN', 'MIN', 'MIN', 'MIN', 'MIN']"
2015-2016,Nate Schmidt,WSH,D,92.0,56.0,,25.0,69.0,74.0,103.0,147.0,105.0,59.0,9.0,135.0,,161.0,Second Pair,72,1301.0166666667,2,14,16,4.66,55.84,50.96,24,1991-07-16,USA,USA,72,195,-,-,-,8477220.0,"[None, None, 58, 29, 70]","[None, None, 13, 72, 84]","[None, None, None, None, None]","[None, None, None, None, 84]","[None, None, 'WSH', 'WSH', 'WSH']"
2015-2016,Nathan Beaulieu,MTL,D,91.0,202.0,112.0,,126.0,111.0,141.0,184.0,47.0,129.0,94.0,110.0,,137.0,Third Pair,64,1117.25,2,17,19,3.37,46.58,50.16,22,1992-12-05,CAN,CAN,74,200,2011,1,17,8476470.0,"[None, None, None, 24, 73]","[None, None, None, 11, 16]","[None, None, None, None, 4]","[None, None, None, None, None]","[None, None, None, 'MTL', 'MTL']"
2015-2016,Nick Holden,COL,D,174.0,152.0,,116.0,175.0,214.0,158.0,72.0,180.0,184.0,124.0,32.0,,114.0,Second Pair,82,1794.2,6,16,22,4.46,47.58,43.54,28,1987-05-15,CAN,CAN,76,210,-,-,-,8474207.0,"[None, None, 64, 10, 40]","[None, None, 28, 26, 40]","[None, None, 85, 15, None]","[None, None, 39, 39, 39]","[None, None, 'COL', 'COL', 'COL']"
2015-2016,Nick Leddy,NYI,D,62.0,132.0,31.0,,16.0,166.0,142.0,82.0,78.0,140.0,42.0,164.0,,62.0,First Pair,81,1832.0,5,35,40,7.61,47.37,47.49,24,1991-03-20,USA,USA,72,205,2009,1,16,8475181.0,"[58, 47, 84, 86, 57]","[28, 61, 24, 91, 27]","[48, 21, 36, 44, 84]","[2, None, None, None, None]","['CHI', 'CHI', 'CHI', 'NYI', 'NYI']"
2015-2016,Nick Schultz,PHI,D,216.0,31.0,,52.0,207.0,84.0,182.0,194.0,204.0,224.0,195.0,109.0,,134.0,Third Pair,81,1453.7166666667,1,9,10,2.9,48.05,47.31,33,1982-08-25,CAN,CAN,73,203,2000,2,33,8468513.0,"[2, 28, 3, 11, 12]","[87, 20, 34, 93, 86]","[None, None, None, None, None]","[57, 75, 53, 66, 69]","['EDM', 'EDM', 'EDM', 'PHI', 'PHI']"
2015-2016,Nicklas Grossmann,ARI,D,203.0,117.0,,161.0,221.0,122.0,214.0,69.0,185.0,218.0,166.0,47.0,,198.0,Third Pair,58,1031.5833333333,3,4,7,1.33,44.68,44.73,30,1985-01-22,SWE,SWE,76,230,2004,2,56,8471269.0,"[16, 27, 15, 14, 19]","[64, 87, 48, 61, 38]","[None, None, None, None, None]","[35, 81, 87, 3, 13]","['PHI', 'PHI', 'PHI', 'PHI', 'ARI']"
2015-2016,Nikita Nesterov,TBL,D,146.0,212.0,51.0,,135.0,110.0,116.0,118.0,154.0,8.0,189.0,51.0,,204.0,Third Pair,57,848.7,3,6,9,3.49,47.92,48.04,22,1993-03-28,RUS,RUS,71,191,2011,5,148,8476300.0,"[None, None, None, 69, 28]","[None, None, None, 32, 4]","[None, None, None, None, 57]","[None, None, None, None, None]","[None, None, None, 'TBL', 'TBL']"
2015-2016,Nikita Zadorov,COL,D,191.0,207.0,,43.0,212.0,207.0,206.0,224.0,85.0,211.0,156.0,41.0,,221.0,Third Pair,22,372.51666666667,0,2,2,0.77,40.91,42.60,20,1995-04-16,RUS,RUS,78,248,2013,1,16,8477507.0,"[None, None, None, 30, 20]","[None, None, None, 3, 18]","[None, None, None, 12, None]","[None, None, None, None, 72]","[None, None, None, 'BUF', 'COL']"
2015-2016,Niklas Hjalmarsson,CHI,D,196.0,59.0,,157.0,142.0,28.0,170.0,155.0,201.0,189.0,93.0,223.0,,99.0,First Pair,81,1812.6333333333,2,22,24,5.36,46.94,51.60,28,1987-06-06,SWE,SWE,75,197,2005,4,108,8471769.0,"[52, 55, 53, 34, 10]","[90, 92, 25, 77, 80]","[None, None, None, None, None]","[12, 97, 56, 31, 10]","['CHI', 'CHI', 'CHI', 'CHI', 'CHI']"
2015-2016,Niklas Kronwall,DET,D,205.0,161.0,27.0,145.0,184.0,148.0,226.0,126.0,176.0,41.0,136.0,120.0,,72.0,First Pair,64,1408.6,3,23,26,3.72,39.71,47.40,34,1981-01-12,SWE,SWE,72,194,2000,1,29,8468509.0,"[48, 63, 39, 17, 13]","[95, 73, 43, 17, 36]","[74, 86, 67, 83, 73]","[89, 38, 96, 6, 24]","['DET', 'DET', 'DET', 'DET', 'DET']"
2015-2016,Noah Hanifin,CAR,D,24.0,162.0,55.0,,97.0,218.0,75.0,94.0,11.0,46.0,101.0,156.0,,111.0,Third Pair,79,1414.4166666667,4,18,22,6.35,46.15,47.24,18,1997-01-25,USA,USA,75,207,2015,1,5,8478396.0,"[None, None, None, None, 88]","[None, None, None, None, 33]","[None, None, None, None, 50]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2015-2016,Oliver Ekman-Larsson,ARI,D,20.0,100.0,42.0,,128.0,101.0,16.0,5.0,42.0,193.0,3.0,72.0,,9.0,First Pair,75,1857.7166666667,21,34,55,13.22,52.94,51.71,24,1991-07-17,SWE,SWE,74,200,2009,1,6,8475171.0,"[73, 94, 47, 87, 93]","[56, 51, 54, 27, 72]","[37, 30, 91, 70, 58]","[5, 13, 43, 2, None]","['PHX', 'PHX', 'PHX', 'ARI', 'ARI']"
2015-2016,Olli Määttä,PIT,D,23.0,110.0,,64.0,8.0,76.0,100.0,34.0,36.0,42.0,47.0,158.0,,82.0,Second Pair,67,1337.3333333333,6,13,19,4.49,63.16,54.35,21,1994-08-22,FIN,FIN,74,207,2012,1,22,8476874.0,"[None, None, 89, 82, 91]","[None, None, 50, 51, 45]","[None, None, 72, 28, None]","[None, None, 59, 54, 66]","[None, None, 'PIT', 'PIT', 'PIT']"
2015-2016,Oscar Klefbom,EDM,D,43.0,165.0,95.0,150.0,172.0,151.0,87.0,31.0,38.0,209.0,53.0,188.0,,55.0,Second Pair,30,656.25,4,8,12,2.32,46.15,50.84,22,1993-07-20,SWE,SWE,75,216,2011,1,19,8476472.0,"[None, None, None, 52, 87]","[None, None, None, 40, 27]","[None, None, None, None, 23]","[None, None, None, 11, 29]","[None, None, None, 'EDM', 'EDM']"
2015-2016,P.K. Subban,MTL,D,14.0,230.0,34.0,158.0,7.0,162.0,89.0,64.0,13.0,121.0,162.0,116.0,,10.0,First Pair,68,1792.6333333333,6,45,51,7.82,54.78,51.07,26,1989-05-13,CAN,CAN,72,210,2007,2,43,8474056.0,"[73, 95, 71, 85, 96]","[7, 12, 9, 4, 0]","[42, 93, 70, 80, 67]","[68, 6, None, 51, 9]","['MTL', 'MTL', 'MTL', 'MTL', 'MTL']"
2015-2016,Patrick Wiercioch,OTT,D,181.0,219.0,,,50.0,104.0,129.0,209.0,195.0,74.0,163.0,134.0,,177.0,Third Pair,52,901.71666666667,0,5,5,2.09,51.85,50.52,24,1990-09-12,CAN,CAN,77,202,2008,2,42,8474605.0,"[None, 94, 82, 46, 14]","[None, 29, 13, 2, 12]","[None, 98, 95, 24, None]","[None, None, None, None, None]","[None, 'OTT', 'OTT', 'OTT', 'OTT']"
2015-2016,Patrik Nemeth,DAL,D,122.0,124.0,,100.0,94.0,68.0,146.0,218.0,94.0,69.0,141.0,92.0,,197.0,Third Pair,38,594.33333333333,0,8,8,1.91,48.39,54.58,23,1992-02-08,SWE,SWE,76,230,2010,2,41,8475747.0,"[None, None, None, 21, 58]","[None, None, None, 22, 53]","[None, None, None, None, None]","[None, None, None, 13, 71]","[None, None, None, 'DAL', 'DAL']"
2015-2016,Paul Martin,SJS,D,125.0,38.0,,123.0,25.0,36.0,223.0,190.0,89.0,55.0,72.0,193.0,,124.0,Second Pair,78,1616.7666666667,3,17,20,2.14,54.64,53.71,34,1981-03-05,USA,USA,73,200,2000,2,62,8468542.0,"[80, 98, 12, 74, 39]","[50, 69, 78, 94, 74]","[15, 67, 71, 3, None]","[82, 44, 61, 61, 24]","['PIT', 'PIT', 'PIT', 'PIT', 'SJS']"
2015-2016,Petter Granberg,NSH,D,199.0,94.0,,,214.0,44.0,229.0,229.0,72.0,101.0,118.0,49.0,,227.0,Third Pair,27,370.43333333333,0,2,2,0.32,52.38,46.20,23,1992-08-27,SWE,SWE,75,200,2010,4,116,8475774.0,"[None, None, None, None, 17]","[None, None, None, None, 59]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2015-2016,Radko Gudas,PHI,D,41.0,96.0,,94.0,139.0,126.0,3.0,53.0,80.0,149.0,222.0,2.0,,61.0,Second Pair,76,1508.15,5,9,14,4.67,46.34,50.18,25,1990-06-05,CZE,CZE,72,208,2010,3,66,8475462.0,"[None, 62, 75, 71, 83]","[None, 24, 44, 84, 47]","[None, None, 33, None, None]","[None, 47, 34, None, 54]","[None, 'TBL', 'TBL', 'TBL', 'PHI']"
2015-2016,Rasmus Ristolainen,BUF,D,185.0,167.0,46.0,149.0,227.0,213.0,67.0,104.0,142.0,212.0,12.0,90.0,,40.0,First Pair,82,2073.0166666667,9,32,41,8.96,42.31,45.99,20,1994-10-27,FIN,FIN,76,221,2013,1,8,8477499.0,"[None, None, 19, 3, 51]","[None, None, 4, 16, 49]","[None, None, 6, 36, 81]","[None, None, 52, 5, 35]","[None, None, 'BUF', 'BUF', 'BUF']"
2015-2016,Rob Scuderi,CHI,D,195.0,113.0,,168.0,122.0,58.0,218.0,225.0,132.0,35.0,31.0,208.0,,218.0,Third Pair,63,996.03333333333,0,10,10,1.12,53.23,50.61,36,1978-12-30,USA,USA,73,216,1998,5,134,8467452.0,"[7, 40, 12, 8, 29]","[30, 4, 56, 46, 43]","[None, None, None, None, None]","[52, 20, 4, 4, 11]","['LAK', 'LAK', 'PIT', 'PIT', 'PIT']"
2015-2016,Rob Scuderi,LAK,D,195.0,113.0,,168.0,122.0,58.0,218.0,225.0,132.0,35.0,31.0,208.0,,218.0,Third Pair,63,996.03333333333,0,10,10,1.12,53.23,50.61,36,1978-12-30,USA,USA,73,216,1998,5,134,8467452.0,"[7, 40, 12, 8, 29]","[30, 4, 56, 46, 43]","[None, None, None, None, None]","[52, 20, 4, 4, 11]","['LAK', 'LAK', 'PIT', 'PIT', 'PIT']"
2015-2016,Rob Scuderi,PIT,D,195.0,113.0,,168.0,122.0,58.0,218.0,225.0,132.0,35.0,31.0,208.0,,218.0,Third Pair,63,996.03333333333,0,10,10,1.12,53.23,50.61,36,1978-12-30,USA,USA,73,216,1998,5,134,8467452.0,"[7, 40, 12, 8, 29]","[30, 4, 56, 46, 43]","[None, None, None, None, None]","[52, 20, 4, 4, 11]","['LAK', 'LAK', 'PIT', 'PIT', 'PIT']"
2015-2016,Robert Bortuzzo,STL,D,113.0,16.0,,50.0,189.0,21.0,50.0,58.0,164.0,194.0,223.0,6.0,,200.0,Third Pair,40,530.76666666667,2,1,3,2.44,53.85,57.22,26,1989-03-18,CAN,CAN,76,216,2007,3,78,8474145.0,"[None, 79, 40, 55, 45]","[None, 59, 85, 90, 92]","[None, None, None, None, None]","[None, None, 40, 55, 76]","[None, 'PIT', 'PIT', 'STL', 'STL']"
2015-2016,Roman Josi,NSH,D,10.0,11.0,7.0,67.0,102.0,43.0,35.0,23.0,7.0,123.0,43.0,199.0,,5.0,First Pair,81,2064.2166666667,14,47,61,12.83,48.65,52.26,25,1990-06-01,CHE,CHE,73,201,2008,2,38,8474600.0,"[61, 63, 90, 94, 94]","[99, 81, 91, 99, 90]","[39, 53, 51, 60, 96]","[76, 31, 20, 30, 79]","['NSH', 'NSH', 'NSH', 'NSH', 'NSH']"
2015-2016,Roman Polak,SJS,D,129.0,43.0,,10.0,196.0,131.0,121.0,120.0,111.0,175.0,133.0,3.0,,103.0,Second Pair,79,1513.3833333333,1,15,16,4.51,50.67,52.90,29,1986-04-28,CZE,CZE,74,240,2004,6,180,8471392.0,"[28, 7, 33, 13, 61]","[97, 93, 96, 45, 85]","[None, None, None, None, None]","[59, 92, 99, 66, 96]","['STL', 'STL', 'STL', 'TOR', 'TOR']"
2015-2016,Roman Polak,TOR,D,129.0,43.0,,10.0,196.0,131.0,121.0,120.0,111.0,175.0,133.0,3.0,,103.0,Second Pair,79,1513.3833333333,1,15,16,4.51,50.67,52.90,29,1986-04-28,CZE,CZE,74,240,2004,6,180,8471392.0,"[28, 7, 33, 13, 61]","[97, 93, 96, 45, 85]","[None, None, None, None, None]","[59, 92, 99, 66, 96]","['STL', 'STL', 'STL', 'TOR', 'TOR']"
2015-2016,Ron Hainsey,CAR,D,161.0,109.0,,47.0,134.0,129.0,136.0,135.0,151.0,99.0,100.0,136.0,,117.0,First Pair,81,1808.3,5,14,19,6.45,45.05,50.35,34,1981-03-24,USA,USA,75,201,2000,1,13,8468493.0,"[56, 46, 13, 22, 50]","[85, 29, 85, 37, 48]","[None, None, None, None, None]","[6, 39, 54, 67, 70]","['WPG', 'WPG', 'CAR', 'CAR', 'CAR']"
2015-2016,Ryan Ellis,NSH,D,21.0,25.0,62.0,1.0,26.0,9.0,52.0,15.0,40.0,79.0,2.0,169.0,,54.0,Second Pair,79,1650.9833333333,10,22,32,7.29,55.88,56.26,24,1991-01-03,CAN,CAN,70,180,2009,1,11,8475176.0,"[86, 23, 66, 97, 85]","[82, 62, 64, 91, 88]","[72, 15, 46, 59, 40]","[None, None, None, None, 99]","['NSH', 'NSH', 'NSH', 'NSH', 'NSH']"
2015-2016,Ryan McDonagh,NYR,D,17.0,131.0,38.0,96.0,5.0,187.0,92.0,19.0,41.0,200.0,34.0,146.0,,33.0,First Pair,73,1631.7166666667,9,25,34,7.14,60.36,50.30,26,1989-06-13,USA,USA,73,215,2007,1,12,8474151.0,"[86, 93, 80, 70, 95]","[77, 81, 61, 24, 47]","[None, None, 50, 77, 71]","[73, 22, 48, 97, 28]","['NYR', 'NYR', 'NYR', 'NYR', 'NYR']"
2015-2016,Ryan Murphy,CAR,D,47.0,164.0,91.0,,123.0,130.0,70.0,197.0,17.0,43.0,41.0,186.0,,127.0,Third Pair,35,603.86666666667,0,10,10,2.14,48.65,52.68,22,1993-03-31,CAN,CAN,71,175,2011,1,12,8476465.0,"[None, None, 83, 88, 63]","[None, None, 23, 14, 42]","[None, None, 10, 73, 11]","[None, None, None, None, None]","[None, None, 'CAR', 'CAR', 'CAR']"
2015-2016,Ryan Murray,CBJ,D,163.0,75.0,66.0,53.0,12.0,192.0,221.0,152.0,161.0,155.0,186.0,206.0,,77.0,First Pair,82,1873.3833333333,4,21,25,5.36,49.57,50.71,21,1993-09-27,CAN,CAN,73,206,2012,1,2,8476850.0,"[None, None, 35, None, 34]","[None, None, 68, None, 61]","[None, None, 27, None, 48]","[None, None, 74, None, 62]","[None, None, 'CBJ', None, 'CBJ']"
2015-2016,Ryan Suter,MIN,D,124.0,21.0,60.0,103.0,78.0,15.0,120.0,151.0,121.0,29.0,109.0,203.0,,18.0,First Pair,82,2344.6166666667,8,43,51,8.03,54.47,54.08,30,1985-01-21,USA,USA,73,205,2003,1,7,8470600.0,"[27, 40, 17, 27, 61]","[71, 72, 89, 84, 91]","[83, 67, 60, 29, 52]","[77, 21, 69, 82, 32]","['NSH', 'MIN', 'MIN', 'MIN', 'MIN']"
2015-2016,Sami Vatanen,ANA,D,40.0,81.0,24.0,23.0,70.0,83.0,133.0,39.0,43.0,81.0,48.0,125.0,,31.0,Second Pair,71,1513.2833333333,9,29,38,8.71,49.32,51.67,24,1991-06-03,FIN,FIN,70,185,2009,4,106,8475222.0,"[None, None, 93, 68, 78]","[None, None, 53, 63, 60]","[None, None, 61, 78, 76]","[None, None, None, 70, 88]","[None, None, 'ANA', 'ANA', 'ANA']"
2015-2016,Seth Jones,CBJ,D,60.0,137.0,99.0,57.0,92.0,88.0,37.0,110.0,49.0,60.0,14.0,157.0,,67.0,First Pair,81,1788.2,3,28,31,7.58,45.16,53.04,20,1994-10-03,USA,USA,76,213,2013,1,4,8477495.0,"[None, None, 15, 60, 86]","[None, None, 21, 92, 26]","[None, None, 39, 41, 9]","[None, None, 46, 59, 71]","[None, None, 'NSH', 'NSH', 'NSH']"
2015-2016,Seth Jones,NSH,D,60.0,137.0,99.0,57.0,92.0,88.0,37.0,110.0,49.0,60.0,14.0,157.0,,67.0,First Pair,81,1788.2,3,28,31,7.58,45.16,53.04,20,1994-10-03,USA,USA,76,213,2013,1,4,8477495.0,"[None, None, 15, 60, 86]","[None, None, 21, 92, 26]","[None, None, 39, 41, 9]","[None, None, 46, 59, 71]","[None, None, 'NSH', 'NSH', 'NSH']"
2015-2016,Shayne Gostisbehere,PHI,D,9.0,188.0,33.0,,49.0,106.0,64.0,4.0,14.0,4.0,18.0,216.0,,17.0,Second Pair,64,1285.7833333333,17,29,46,10.19,60.00,49.23,22,1993-04-20,USA,USA,71,180,2012,3,78,8476906.0,"[None, None, None, None, 94]","[None, None, None, None, 22]","[None, None, None, None, 70]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2015-2016,Shea Theodore,ANA,D,44.0,105.0,63.0,6.0,79.0,45.0,205.0,70.0,23.0,77.0,66.0,224.0,,69.0,Second Pair,19,363.06666666667,3,5,8,1.76,75.00,50.24,20,1995-08-03,CAN,CAN,74,197,2013,1,26,8477447.0,"[None, None, None, None, 76]","[None, None, None, None, 53]","[None, None, None, None, 43]","[None, None, None, None, 95]","[None, None, None, None, 'ANA']"
2015-2016,Shea Weber,NSH,D,45.0,44.0,22.0,36.0,93.0,37.0,31.0,45.0,67.0,122.0,113.0,55.0,,6.0,First Pair,78,1979.4,20,31,51,12.25,46.30,54.07,30,1985-08-14,CAN,CAN,76,230,2003,2,49,8470642.0,"[91, 71, 74, 79, 74]","[98, 70, 61, 74, 83]","[94, 81, 89, 66, 81]","[51, 32, 78, 41, 87]","['NSH', 'NSH', 'NSH', 'NSH', 'NSH']"
2015-2016,Simon Despres,ANA,D,190.0,58.0,,45.0,88.0,66.0,143.0,203.0,193.0,111.0,155.0,27.0,,115.0,Second Pair,32,628.08333333333,0,4,4,2.34,47.37,50.96,24,1991-07-27,CAN,CAN,76,218,2009,1,30,8475155.0,"[None, 45, 41, 78, 6]","[None, 42, 83, 68, 71]","[None, None, 6, None, None]","[None, None, 70, 83, 59]","[None, 'PIT', 'PIT', 'PIT', 'ANA']"
2015-2016,Steven Kampfer,FLA,D,224.0,17.0,,122.0,218.0,38.0,86.0,182.0,230.0,83.0,135.0,59.0,,168.0,Third Pair,47,709.43333333333,0,4,4,1.6,55.56,48.03,26,1988-09-24,USA,USA,71,198,2007,4,93,8474000.0,"[79, None, None, 6, 5]","[48, None, None, 75, 94]","[11, None, None, None, None]","[None, None, None, 82, 23]","['MIN', None, None, 'FLA', 'FLA']"
2015-2016,TJ Brodie,CGY,D,70.0,168.0,93.0,169.0,68.0,150.0,197.0,105.0,26.0,182.0,6.0,228.0,,38.0,First Pair,70,1768.2333333333,6,39,45,5.85,51.69,49.43,25,1990-06-07,CAN,CAN,74,187,2008,4,114,8474673.0,"[30, 19, 43, 36, 89]","[33, 75, 72, 87, 10]","[19, 51, 57, 20, 20]","[None, None, 38, 35, 1]","['CGY', 'CGY', 'CGY', 'CGY', 'CGY']"
2015-2016,Taylor Chorney,WSH,D,119.0,189.0,,26.0,20.0,168.0,208.0,157.0,124.0,5.0,209.0,91.0,,225.0,Third Pair,55,725.5,1,5,6,1.63,57.14,46.74,28,1987-04-27,CAN,USA,72,193,2005,2,36,8471710.0,"[None, None, None, None, 46]","[None, None, None, None, 20]","[None, None, None, None, None]","[None, None, None, None, 82]","[None, None, None, None, 'WSH']"
2015-2016,Thomas Hickey,NYI,D,52.0,163.0,,29.0,28.0,184.0,162.0,89.0,44.0,112.0,95.0,131.0,,118.0,Third Pair,62,1079.0833333333,6,12,18,3.33,57.58,47.16,26,1989-02-08,CAN,CAN,72,185,2007,1,4,8474066.0,"[None, 45, 69, 65, 77]","[None, 91, 35, 34, 28]","[None, None, None, None, None]","[None, 64, 51, 49, 89]","[None, 'NYI', 'NYI', 'NYI', 'NYI']"
2015-2016,Toby Enstrom,WPG,D,167.0,141.0,110.0,144.0,41.0,77.0,222.0,139.0,155.0,73.0,151.0,222.0,,129.0,Second Pair,72,1501.5166666667,2,14,16,2.05,53.33,50.79,30,1984-11-05,SWE,SWE,70,180,2003,8,239,8470828.0,"[91, 39, 38, 55, 22]","[31, 33, 42, 56, 31]","[22, 62, 19, 34, 2]","[3, 1, 72, 55, 11]","['WPG', 'WPG', 'WPG', 'WPG', 'WPG']"
2015-2016,Tom Gilbert,MTL,D,213.0,178.0,,91.0,174.0,90.0,196.0,142.0,218.0,150.0,90.0,180.0,,144.0,Third Pair,45,758.86666666667,1,1,2,1.18,46.15,50.76,32,1983-01-10,USA,USA,74,210,2002,4,129,8470104.0,"[17, 32, 78, 18, 4]","[52, 54, 38, 49, 15]","[38, 63, 49, 2, None]","[22, 79, 17, 47, 60]","['MIN', 'MIN', 'FLA', 'MTL', 'MTL']"
2015-2016,Torey Krug,BOS,D,8.0,133.0,8.0,,58.0,50.0,2.0,26.0,9.0,23.0,15.0,160.0,,21.0,Second Pair,81,1750.7166666667,4,40,44,12.18,56.12,49.19,24,1991-04-12,USA,USA,69,194,-,-,-,8476792.0,"[None, None, 86, 89, 97]","[None, None, 87, 48, 31]","[None, None, 94, 89, 88]","[None, None, None, None, None]","[None, None, 'BOS', 'BOS', 'BOS']"
2015-2016,Travis Hamonic,NYI,D,34.0,147.0,108.0,105.0,22.0,198.0,21.0,85.0,54.0,144.0,121.0,46.0,,50.0,First Pair,72,1715.3,5,16,21,5.48,47.71,49.24,25,1990-08-16,CAN,CAN,73,200,2008,2,53,8474612.0,"[55, 25, 56, 96, 70]","[75, 55, 60, 29, 37]","[82, 46, 55, 71, 1]","[13, 17, 16, 33, 55]","['NYI', 'NYI', 'NYI', 'NYI', 'NYI']"
2015-2016,Trevor Daley,CHI,D,22.0,111.0,61.0,,11.0,169.0,61.0,21.0,45.0,22.0,115.0,215.0,,64.0,Second Pair,82,1512.1833333333,6,22,28,7.21,57.14,54.52,31,1983-10-09,CAN,CAN,71,199,2002,2,43,8470110.0,"[71, 51, 92, 94, 84]","[48, 59, 32, 20, 67]","[29, 22, 9, 69, 46]","[48, 2, 54, 76, None]","['DAL', 'DAL', 'DAL', 'DAL', 'PIT']"
2015-2016,Trevor Daley,PIT,D,22.0,111.0,61.0,,11.0,169.0,61.0,21.0,45.0,22.0,115.0,215.0,,64.0,Second Pair,82,1512.1833333333,6,22,28,7.21,57.14,54.52,31,1983-10-09,CAN,CAN,71,199,2002,2,43,8470110.0,"[71, 51, 92, 94, 84]","[48, 59, 32, 20, 67]","[29, 22, 9, 69, 46]","[48, 2, 54, 76, None]","['DAL', 'DAL', 'DAL', 'DAL', 'PIT']"
2015-2016,Trevor van Riemsdyk,CHI,D,177.0,28.0,,171.0,155.0,85.0,194.0,167.0,122.0,25.0,54.0,214.0,,122.0,Second Pair,82,1638.6666666667,3,11,14,4.6,46.94,49.65,24,1991-07-24,USA,USA,75,191,-,-,-,8477845.0,"[None, None, None, None, 30]","[None, None, None, None, 86]","[None, None, None, None, None]","[None, None, None, None, 6]","[None, None, None, None, 'CHI']"
2015-2016,Tyler Myers,WPG,D,95.0,91.0,97.0,151.0,198.0,146.0,128.0,16.0,125.0,168.0,203.0,167.0,,56.0,First Pair,73,1650.3833333333,9,18,27,8.86,51.81,49.71,25,1990-02-01,USA,CAN,80,229,2008,1,12,8474574.0,"[77, 42, 16, 50, 63]","[12, 13, 16, 40, 78]","[57, 8, 57, 19, 18]","[60, 13, 15, 58, 12]","['BUF', 'BUF', 'BUF', 'WPG', 'WPG']"
2015-2016,Tyson Barrie,COL,D,27.0,181.0,48.0,,118.0,206.0,114.0,7.0,34.0,136.0,19.0,192.0,,26.0,First Pair,78,1809.5666666667,13,36,49,9.79,50.00,44.04,24,1991-07-26,CAN,CAN,71,197,2009,3,64,8475197.0,"[None, 61, 95, 93, 77]","[None, 32, 65, 36, 13]","[None, 76, 11, 42, 78]","[None, 88, None, None, None]","[None, 'COL', 'COL', 'COL', 'COL']"
2015-2016,Victor Hedman,TBL,D,5.0,23.0,64.0,133.0,6.0,27.0,15.0,8.0,4.0,15.0,137.0,172.0,,16.0,First Pair,78,1799.1666666667,10,37,47,10.99,61.86,55.92,24,1990-12-18,SWE,SWE,79,244,2009,1,2,8475167.0,"[57, 97, 99, 99, 97]","[66, 25, 67, 33, 97]","[62, 25, 59, 19, 51]","[33, 23, 31, 46, 26]","['TBL', 'TBL', 'TBL', 'TBL', 'TBL']"
2015-2016,Viktor Svedberg,CHI,D,130.0,216.0,,11.0,204.0,229.0,32.0,43.0,213.0,65.0,83.0,219.0,,157.0,Third Pair,27,425.33333333333,2,2,4,1.3,41.38,42.66,24,1991-05-24,SWE,SWE,80,238,-,-,-,8477300.0,"[None, None, None, None, 41]","[None, None, None, None, 11]","[None, None, None, None, None]","[None, None, None, None, 90]","[None, None, None, None, 'CHI']"
2015-2016,Willie Mitchell,FLA,D,214.0,120.0,,99.0,133.0,165.0,186.0,164.0,221.0,219.0,87.0,99.0,,158.0,Second Pair,46,916.56666666667,1,6,7,1.22,48.21,42.82,38,1977-04-23,CAN,CAN,75,210,1996,8,199,8465185.0,"[39, None, 24, 31, 3]","[76, None, 50, 90, 28]","[None, None, None, None, None]","[39, None, 12, 73, 43]","['LAK', None, 'LAK', 'FLA', 'FLA']"
