Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID,Headshot URL,Team URL
2015-2016,Ryan Murphy,CAR,D,28.0,172.0,67.0,,105.0,119.0,55.0,112.0,29.0,17.0,17.0,187.0,,122.0,Third Pair,35,603.86666666667,0,5,22,1993-03-31,CAN,CAN,71,175,2011,1,12,12,8476465.0,https://assets.nhle.com/mugs/nhl/20152016/CAR/8476465.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2015-2016,Ryan Murray,CBJ,D,180.0,69.0,75.0,100.0,74.0,113.0,197.0,137.0,158.0,123.0,142.0,219.0,,88.0,First Pair,82,1873.3833333333,4,8,21,1993-09-27,CAN,CAN,73,206,2012,1,2,2,8476850.0,https://assets.nhle.com/mugs/nhl/20152016/CBJ/8476850.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2015-2016,Ryan Suter,MIN,D,128.0,33.0,37.0,38.0,111.0,17.0,96.0,124.0,32.0,51.0,97.0,200.0,,20.0,First Pair,82,2344.6166666667,8,21,30,1985-01-21,USA,USA,73,205,2003,1,7,7,8470600.0,https://assets.nhle.com/mugs/nhl/20152016/MIN/8470600.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2015-2016,Sami Vatanen,ANA,D,45.0,79.0,14.0,120.0,28.0,90.0,44.0,16.0,91.0,35.0,28.0,127.0,,31.0,Second Pair,71,1513.2833333333,9,13,24,1991-06-03,FIN,FIN,70,185,2009,4,15,106,8475222.0,https://assets.nhle.com/mugs/nhl/20152016/ANA/8475222.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg
2015-2016,Seth Jones,CBJ,D,44.0,80.0,68.0,22.0,45.0,58.0,71.0,86.0,61.0,65.0,9.0,163.0,,69.0,First Pair,81,1788.2,3,12,20,1994-10-03,USA,USA,76,213,2013,1,4,4,8477495.0,https://assets.nhle.com/mugs/nhl/20152016/CBJ/8477495.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2015-2016,Seth Jones,NSH,D,44.0,80.0,68.0,22.0,45.0,58.0,71.0,86.0,61.0,65.0,9.0,163.0,,69.0,First Pair,81,1788.2,3,12,20,1994-10-03,USA,USA,76,213,2013,1,4,4,8477495.0,https://assets.nhle.com/mugs/nhl/20152016/NSH/8477495.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2015-2016,Shayne Gostisbehere,PHI,D,35.0,213.0,79.0,,125.0,176.0,8.0,3.0,10.0,15.0,37.0,221.0,,17.0,Second Pair,64,1285.7833333333,17,14,22,1993-04-20,USA,USA,71,180,2012,3,17,78,8476906.0,https://assets.nhle.com/mugs/nhl/20152016/PHI/8476906.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2015-2016,Shea Weber,NSH,D,50.0,30.0,31.0,24.0,97.0,34.0,23.0,6.0,134.0,49.0,95.0,78.0,,6.0,First Pair,78,1979.4,20,17,30,1985-08-14,CAN,CAN,76,230,2003,2,19,49,8470642.0,https://assets.nhle.com/mugs/nhl/20152016/NSH/8470642.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2015-2016,Simon Despres,ANA,D,140.0,16.0,,154.0,121.0,44.0,126.0,170.0,98.0,140.0,162.0,23.0,,119.0,Second Pair,32,628.08333333333,0,1,24,1991-07-27,CAN,CAN,76,218,2009,1,30,30,8475155.0,https://assets.nhle.com/mugs/nhl/20152016/ANA/8475155.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg
2015-2016,Stefan Elliott,ARI,D,9.0,195.0,,,205.0,199.0,7.0,19.0,43.0,16.0,59.0,181.0,,115.0,Third Pair,21,297.5,2,3,24,1991-01-30,CAN,CAN,73,190,2009,2,19,49,8475206.0,https://assets.nhle.com/mugs/nhl/20152016/ARI/8475206.png,https://assets.nhle.com/logos/nhl/svg/ARI_light.svg
2015-2016,Stefan Elliott,NSH,D,9.0,195.0,,,205.0,199.0,7.0,19.0,43.0,16.0,59.0,181.0,,115.0,Third Pair,21,297.5,2,3,24,1991-01-30,CAN,CAN,73,190,2009,2,19,49,8475206.0,https://assets.nhle.com/mugs/nhl/20152016/NSH/8475206.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2015-2016,Steven Kampfer,FLA,D,215.0,29.0,,,211.0,66.0,109.0,132.0,83.0,224.0,125.0,49.0,,171.0,Third Pair,47,709.43333333333,0,0,26,1988-09-24,USA,USA,71,198,2007,4,2,93,8474000.0,https://assets.nhle.com/mugs/nhl/20152016/FLA/8474000.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg
2015-2016,TJ Brodie,CGY,D,124.0,126.0,69.0,98.0,146.0,129.0,173.0,75.0,197.0,41.0,4.0,227.0,,38.0,First Pair,70,1768.2333333333,6,16,25,1990-06-07,CAN,CAN,74,187,2008,4,23,114,8474673.0,https://assets.nhle.com/mugs/nhl/20152016/CGY/8474673.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2015-2016,Taylor Chorney,WSH,D,190.0,197.0,,107.0,156.0,184.0,217.0,196.0,6.0,180.0,207.0,96.0,,227.0,Third Pair,55,725.5,1,3,28,1987-04-27,CAN,USA,72,193,2005,2,6,36,8471710.0,https://assets.nhle.com/mugs/nhl/20152016/WSH/8471710.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg
2015-2016,Thomas Hickey,NYI,D,61.0,171.0,,32.0,29.0,188.0,164.0,103.0,112.0,102.0,96.0,112.0,,116.0,Third Pair,62,1079.0833333333,6,7,26,1989-02-08,CAN,CAN,72,185,2007,1,4,4,8474066.0,https://assets.nhle.com/mugs/nhl/20152016/NYI/8474066.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2015-2016,Toby Enstrom,WPG,D,188.0,109.0,71.0,72.0,95.0,75.0,216.0,159.0,75.0,128.0,145.0,224.0,,121.0,Second Pair,72,1501.5166666667,2,5,30,1984-11-05,SWE,SWE,70,180,2003,8,10,239,8470828.0,https://assets.nhle.com/mugs/nhl/20152016/WPG/8470828.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2015-2016,Tom Gilbert,MTL,D,201.0,93.0,119.0,123.0,144.0,133.0,181.0,181.0,162.0,196.0,109.0,180.0,,134.0,Third Pair,45,758.86666666667,1,1,32,1983-01-10,USA,USA,74,210,2002,4,33,129,8470104.0,https://assets.nhle.com/mugs/nhl/20152016/MTL/8470104.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2015-2016,Torey Krug,BOS,D,10.0,140.0,1.0,,79.0,77.0,2.0,17.0,23.0,5.0,20.0,176.0,,22.0,Second Pair,81,1750.7166666667,4,26,24,1991-04-12,USA,USA,69,194,-,-,-,-,8476792.0,https://assets.nhle.com/mugs/nhl/20152016/BOS/8476792.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg
2015-2016,Travis Hamonic,NYI,D,17.0,187.0,91.0,64.0,6.0,203.0,52.0,110.0,147.0,78.0,115.0,55.0,,49.0,First Pair,72,1715.3,5,5,25,1990-08-16,CAN,CAN,73,200,2008,2,23,53,8474612.0,https://assets.nhle.com/mugs/nhl/20152016/NYI/8474612.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2015-2016,Trevor Daley,CHI,D,19.0,180.0,50.0,153.0,10.0,175.0,72.0,23.0,33.0,46.0,130.0,213.0,,59.0,Second Pair,82,1512.1833333333,6,9,31,1983-10-09,CAN,CAN,71,199,2002,2,13,43,8470110.0,https://assets.nhle.com/mugs/nhl/20152016/CHI/8470110.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2015-2016,Trevor Daley,PIT,D,19.0,180.0,50.0,153.0,10.0,175.0,72.0,23.0,33.0,46.0,130.0,213.0,,59.0,Second Pair,82,1512.1833333333,6,9,31,1983-10-09,CAN,CAN,71,199,2002,2,13,43,8470110.0,https://assets.nhle.com/mugs/nhl/20152016/PIT/8470110.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg
2015-2016,Trevor van Riemsdyk,CHI,D,187.0,41.0,,115.0,162.0,106.0,182.0,166.0,51.0,150.0,87.0,212.0,,128.0,Second Pair,82,1638.6666666667,3,7,24,1991-07-24,USA,USA,75,191,-,-,-,-,8477845.0,https://assets.nhle.com/mugs/nhl/20152016/CHI/8477845.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2015-2016,Tyler Myers,WPG,D,160.0,165.0,60.0,95.0,201.0,174.0,81.0,36.0,178.0,80.0,193.0,164.0,,55.0,First Pair,73,1650.3833333333,9,7,25,1990-02-01,USA,CAN,80,229,2008,1,12,12,8474574.0,https://assets.nhle.com/mugs/nhl/20152016/WPG/8474574.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2015-2016,Tyson Barrie,COL,D,81.0,215.0,42.0,,176.0,204.0,46.0,14.0,139.0,14.0,25.0,194.0,,28.0,First Pair,78,1809.5666666667,13,20,24,1991-07-26,CAN,CAN,71,197,2009,3,3,64,8475197.0,https://assets.nhle.com/mugs/nhl/20152016/COL/8475197.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2015-2016,Victor Hedman,TBL,D,4.0,27.0,47.0,68.0,18.0,29.0,30.0,21.0,19.0,8.0,113.0,177.0,,13.0,First Pair,78,1799.1666666667,10,22,24,1990-12-18,SWE,SWE,79,244,2009,1,2,2,8475167.0,https://assets.nhle.com/mugs/nhl/20152016/TBL/8475167.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
2015-2016,Viktor Svedberg,CHI,D,119.0,228.0,,,184.0,227.0,42.0,84.0,62.0,226.0,99.0,218.0,,167.0,Third Pair,27,425.33333333333,2,0,24,1991-05-24,SWE,SWE,80,238,-,-,-,-,8477300.0,https://assets.nhle.com/mugs/nhl/20152016/CHI/8477300.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2015-2016,Willie Mitchell,FLA,D,211.0,115.0,,33.0,166.0,125.0,205.0,209.0,219.0,222.0,111.0,101.0,,149.0,Second Pair,46,916.56666666667,1,1,38,1977-04-23,CAN,CAN,75,210,1996,8,10,199,8465185.0,https://assets.nhle.com/mugs/nhl/20152016/FLA/8465185.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg
2015-2016,Yannick Weber,VAN,D,116.0,170.0,33.0,,151.0,150.0,32.0,27.0,40.0,103.0,214.0,121.0,,129.0,Second Pair,45,847.35,0,5,26,1988-09-23,CHE,CHE,71,200,2007,3,12,73,8474134.0,https://assets.nhle.com/mugs/nhl/20152016/VAN/8474134.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2015-2016,Zach Bogosian,BUF,D,142.0,168.0,54.0,53.0,197.0,165.0,49.0,91.0,164.0,113.0,181.0,71.0,,57.0,First Pair,64,1430.25,7,6,25,1990-07-15,USA,USA,74,222,2008,1,3,3,8474567.0,https://assets.nhle.com/mugs/nhl/20152016/BUF/8474567.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2015-2016,Zach Redmond,COL,D,109.0,114.0,111.0,,214.0,171.0,107.0,72.0,36.0,27.0,131.0,81.0,,147.0,Fringe,37,435.81666666667,2,4,27,1988-07-26,USA,USA,74,212,2008,7,3,184,8474743.0,https://assets.nhle.com/mugs/nhl/20152016/COL/8474743.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2015-2016,Zach Trotman,BOS,D,79.0,87.0,,144.0,154.0,81.0,35.0,118.0,156.0,175.0,152.0,63.0,,125.0,Second Pair,38,705.05,2,2,25,1990-08-26,USA,USA,75,217,2010,7,30,210,8475902.0,https://assets.nhle.com/mugs/nhl/20152016/BOS/8475902.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg
2015-2016,Zbynek Michalek,ARI,D,194.0,28.0,,8.0,212.0,101.0,153.0,187.0,196.0,206.0,48.0,118.0,,108.0,Third Pair,70,1191.15,2,1,32,1982-12-23,CZE,CZE,74,210,-,-,-,-,8469760.0,https://assets.nhle.com/mugs/nhl/20152016/ARI/8469760.png,https://assets.nhle.com/logos/nhl/svg/ARI_light.svg
2015-2016,Zdeno Chara,BOS,D,64.0,147.0,35.0,46.0,87.0,70.0,50.0,35.0,217.0,75.0,139.0,87.0,,36.0,First Pair,80,1927.75,9,15,38,1977-03-18,SVK,SVK,81,250,1996,3,4,56,8465009.0,https://assets.nhle.com/mugs/nhl/20152016/BOS/8465009.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg
